"Pathways"	"Fourth Level"	"Third Level"	"Second Level"	"First Level"
PWY-6956	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-4381	Fatty-Acid-Biosyn-Initiation	Fatty-acid-biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-7149	FLAVONOL-SYN // Super-Pathways	FLAVONOID-SYN // Pathways	PHENYLPROPANOID-SYN // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // FRAMES
PWY-7245	NAD-Metabolism // Super-Pathways	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis // Pathways	Carriers-Biosynthesis // Cofactor-Biosynthesis // Generalized-Reactions	Cofactor-Biosynthesis // Biosynthesis // FRAMES
PWY-6182	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-7389	Fermentation // Super-Pathways	Energy-Metabolism // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-8097	Lower-Ligand-Biosynthesis	Cobamide-De-Novo-Biosynthesis	Cobalamin-Biosynthesis	Enzyme-Cofactor-Biosynthesis
PWY-7609	ALKALOIDS-SYN // Super-Pathways	N-CONTAINING-SECONDARY-CMPD-SYN // Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Generalized-Reactions	Biosynthesis // FRAMES
PWY-6713	L-rhamnose-Degradation	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-7651	Glycosaminoglycan-Degradation	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation	Degradation
PWY0-1277	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY18C3-6	ALKALOIDS-SYN // Super-Pathways	N-CONTAINING-SECONDARY-CMPD-SYN // Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Generalized-Reactions	Biosynthesis // FRAMES
PWY-5420	Catechol-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways	Degradation // Generalized-Reactions	Pathways // FRAMES
THISYN-PWY	Super-Pathways // Thiamine-Biosynthesis	Pathways // Enzyme-Cofactor-Biosynthesis // Vitamin-Biosynthesis	Generalized-Reactions // Cofactor-Biosynthesis	FRAMES // Biosynthesis
P481-PWY	Other-Degradation	Degradation	Pathways	Generalized-Reactions
PWY-7623	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2321	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS // PHENYLPROPANOID-SYN	Biosynthesis // SECONDARY-METABOLITE-BIOSYNTHESIS
ARO-PWY	Chorismate-Biosynthesis // Super-Pathways	AROMATIC-COMPOUNDS-BIOSYN // Pathways	Biosynthesis // Generalized-Reactions	Pathways // FRAMES
FOLSYN-PWY	Folate-Biosynthesis // Super-Pathways	C1-Carrier-Biosynthesis // Vitamin-Biosynthesis // Pathways	Carriers-Biosynthesis // Cofactor-Biosynthesis // Generalized-Reactions	Cofactor-Biosynthesis // Biosynthesis // FRAMES
DETOX1-PWY	REACTIVE-OXYGEN-SPECIES-DEGRADATION	Detoxification	Pathways	Generalized-Reactions
PWY-5155	Beta-Alanine-Biosynthesis	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis	Biosynthesis
P41-PWY	Pyruvate-Acetate-Fermentation // Pyruvate-Lactate-Fermentation // Super-Pathways	Acetate-Formation // Pyruvate-Degradation // Fermentation-to-Lactate // Pathways	CARBOXYLATES-DEG // Fermentation-to-Acids // Fermentation // Generalized-Reactions	Degradation // Fermentation // Energy-Metabolism // FRAMES
KETOGLUCONMET-PWY	SUGAR-ACIDS-DEG // Super-Pathways	CARBOXYLATES-DEG // Sugar-Derivatives // Pathways	Degradation // SECONDARY-METABOLITE-DEGRADATION // Generalized-Reactions	Pathways // Degradation // FRAMES
PWY-1541	Super-Pathways // Taurine-degradation	Pathways // NITROGEN-DEG // Sulfur-Metabolism	Generalized-Reactions // Noncarbon-Nutrients	FRAMES // Degradation
RHAMCAT-PWY	L-rhamnose-Degradation	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-4762	Lipid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-5320	FLAVONOL-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5156	Fatty-acid-biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways	Biosynthesis // Generalized-Reactions	Pathways // FRAMES
PWY-6117	SPERMINE-SPERMIDINE-DEG	AMINE-DEG	Degradation	Pathways
PWY-5310	ANTHOCYANIN-SYN // Super-Pathways	FLAVONOID-SYN // Pathways	PHENYLPROPANOID-SYN // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // FRAMES
PWY-5142	Lipid-Biosynthesis	Biosynthesis	Pathways	Generalized-Reactions
PWY-5431	Catechol-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways	Degradation // Generalized-Reactions	Pathways // FRAMES
PWY-5473	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-5655	Super-Pathways // TRYPTOPHAN-DEG	Pathways // Proteinogenic-Amino-Acids-Degradation	Generalized-Reactions // Amino-Acid-Degradation	FRAMES // Degradation
PWY-5861	Demethylmenaquinol-8-Biosynthesis // Super-Pathways	Demethylmenaquinone-Biosynthesis // Pathways	Quinone-Biosynthesis // Generalized-Reactions	Electron-Carrier-Biosynthesis // FRAMES
PWY-7087	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7450	ANTHOCYANIN-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5497	Fermentation // Purine-Degradation	Energy-Metabolism // NUCLEO-DEG	Pathways // Degradation	Generalized-Reactions // Pathways
PWY-6935	Seleno-Amino-Acid-Detoxification	Detoxification // Selenium-Metabolism	Pathways // Noncarbon-Nutrients	Generalized-Reactions // Degradation
PWY-6263	Menaquinone-Biosynthesis // Super-Pathways	Quinone-Biosynthesis // Pathways	Electron-Carrier-Biosynthesis // Generalized-Reactions	Carriers-Biosynthesis // FRAMES
PWY-7646	Glycosaminoglycan-Degradation	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation	Degradation
PWY-6371	Cyclitols-Biosynthesis // Phospholipid-Biosynthesis // Super-Pathways	Sugar-Alcohols-Biosynthesis // Lipid-Biosynthesis // Pathways	SUGAR-DERIVS // Biosynthesis // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways // FRAMES
PWY-6049	Dimethylsulfoniopropionate-Degradation // Super-Pathways	Sulfur-Metabolism // Pathways	Noncarbon-Nutrients // Generalized-Reactions	Degradation // FRAMES
SUCROSEUTIL2-PWY	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-7821	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7824	CYANOGENIC-GLUCOSIDE-SYN	N-CONTAINING-GLUCOSIDE-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5078	ISOLEUCINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-7620	Naphthalene-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-3982	Beta-Alanine-Biosynthesis // Uracil-Degradation	Other-Amino-Acid-Biosynthesis // Pyrimidine-Base-Degradation	Amino-Acid-Biosynthesis // Pyrimidine-Degradation	Biosynthesis // NUCLEO-DEG
PWY-5169	Cyanurate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-5384	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
P164-PWY	Fermentation // Purine-Degradation	Energy-Metabolism // NUCLEO-DEG	Pathways // Degradation	Generalized-Reactions // Pathways
PWY-6812	Glycan-Pathways // Xyloglucan-Degradation	Pathways // POLYSACCHARIDES-DEG	Generalized-Reactions // Carbohydrates-Degradation // Polymer-Degradation	FRAMES // Degradation
CALVIN-PWY	Autotrophic-CO2-Fixation // CARBO-BIOSYNTHESIS // Photosynthesis	CO2-Fixation // Carbohydrates-Biosynthesis // Energy-Metabolism	C1-COMPOUNDS // Biosynthesis // Pathways	Degradation // Pathways // Generalized-Reactions
PWY-862	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation	Generalized-Reactions // Degradation	FRAMES // Pathways
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	Oligosaccharides-Biosynthesis // Protein-Glycosylation	Carbohydrates-Biosynthesis // Glycan-Biosynthesis // Protein-Modification	Biosynthesis // Carbohydrates-Biosynthesis // Glycan-Pathways // Macromolecule-Modification	Pathways // Biosynthesis
PWY-7126	Ethylene-Biosynthesis	Plant-Hormone-Biosynthesis	HORMONE-SYN	Biosynthesis
PWY-7682	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY66-368	Acetyl-CoA-Biosynthesis	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-5274	Sulfide-Oxidation	Sulfur-Metabolism	Noncarbon-Nutrients	Degradation
PWY-5343	Glycan-Pathways // Oligosaccharides-Biosynthesis	Pathways // Carbohydrates-Biosynthesis	Generalized-Reactions // Biosynthesis	FRAMES // Pathways
PWY-8006	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation	Generalized-Reactions // Degradation	FRAMES // Pathways
PWY66-429	Fatty-Acid-Biosyn-Initiation	Fatty-acid-biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-6807	Glycan-Pathways // Xyloglucan-Degradation	Pathways // POLYSACCHARIDES-DEG	Generalized-Reactions // Carbohydrates-Degradation // Polymer-Degradation	FRAMES // Degradation
PWY-5342	Glycan-Pathways // Oligosaccharides-Biosynthesis	Pathways // Carbohydrates-Biosynthesis	Generalized-Reactions // Biosynthesis	FRAMES // Pathways
PWY-6789	Glycan-Pathways // Xylan-Degradation	Pathways // POLYSACCHARIDES-DEG	Generalized-Reactions // Carbohydrates-Degradation // Polymer-Degradation	FRAMES // Degradation
PWY-6813	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation	Generalized-Reactions // Degradation	FRAMES // Pathways
PWY-7383	Fermentation	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-6769	Glycan-Pathways // Rhamnogalacturonan-Degradation	Pathways // POLYSACCHARIDES-DEG	Generalized-Reactions // Carbohydrates-Degradation // Polymer-Degradation	FRAMES // Degradation
PWY66-373	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-5469	LIGNAN-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-3981	Beta-Alanine-Biosynthesis	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis	Biosynthesis
PWY-8025	Cyanurate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-3801	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-7667	CYCLOPEPTIDES	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6970	Acetyl-CoA-Biosynthesis	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-7473	TRITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
SUCUTIL-PWY	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-5358	Electron-Transfer // Tetrathionate-Reduction	Energy-Metabolism // Sulfur-Metabolism	Pathways // Noncarbon-Nutrients	Generalized-Reactions // Degradation
PWY-7755	Iso-bile-Acids-Biosynthesis	Sterol-Biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-7369	Biosynthesis	Pathways	Generalized-Reactions	FRAMES
PWY-6926	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-5829	MONOTERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5082	METHIONINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-5427	Naphthalene-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-5760	Beta-Alanine-Biosynthesis	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis	Biosynthesis
PWY-621	SUCROSE-DEG	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY8J2-20	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-6525	Oligosaccharides-Biosynthesis	Carbohydrates-Biosynthesis	Biosynthesis	Pathways
PWY-5172	Acetyl-CoA-Biosynthesis	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-6638	Sulfolactate-Degradation	Sulfur-Metabolism	Noncarbon-Nutrients	Degradation
PWY-6799	Fatty-Acid-Biosyn-Initiation	Fatty-acid-biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-5741	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
PWY-6876	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
FERMENTATION-PWY	Fermentation-to-Acids // Pyruvate-Ethanol-Fermentation	Fermentation // Alcohol-Biosynthesis // Pyruvate-Degradation	Energy-Metabolism // Fermentation	Pathways // Energy-Metabolism
PWY-7007	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
PWY-5519	D-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-5197	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
PWY-8136	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
PWY-5352	Energy-Metabolism // Thiosulfate-Disproportionation	Pathways // Sulfur-Metabolism	Generalized-Reactions // Noncarbon-Nutrients	FRAMES // Degradation
PWY-2463	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS // PHENYLPROPANOID-SYN	Biosynthesis // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5945	C40-Carotenoids-Biosynthesis // Interconversion	CAROTENOID-SYN // TETRATERPENOID-SYN // Activation-Inactivation-Interconversion	Terpenoid-Biosynthesis // Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Generalized-Reactions
RUMP-PWY	Energy-Metabolism // Formaldehyde-Oxidation	Pathways // C1-COMPOUNDS	Generalized-Reactions // Degradation	FRAMES // Pathways
PWY-5723	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
GLUTORN-PWY	L-Ornithine-Biosynthesis	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis	Biosynthesis
PWY-6873	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
PWY-6938-1	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
PWY-5109	Fermentation-to-Acids	Fermentation	Energy-Metabolism	Pathways
PWY-3041	Energy-Metabolism // MONOTERPENOID-SYN	Pathways // Terpenoid-Biosynthesis	Generalized-Reactions // SECONDARY-METABOLITE-BIOSYNTHESIS	FRAMES // Biosynthesis
DARABCATK12-PWY	D-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-7980	Energy-Metabolism // Transport-Pathways	Pathways	Generalized-Reactions	FRAMES
PWY-7151	FLAVONOL-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY0-1517	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
PWY-6728	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
PWY-7743	Lipid-Biosynthesis	Biosynthesis	Pathways	Generalized-Reactions
PWY-6938	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
PWY-6448	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
GLYOXYLATE-BYPASS	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
PWY-7813	Energy-Metabolism // Thiosulfate-Disproportionation	Pathways // Sulfur-Metabolism	Generalized-Reactions // Noncarbon-Nutrients	FRAMES // Degradation
PWY-6668	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7464	ANTHOCYANIN-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5277	Energy-Metabolism // Thiosulfate-Disproportionation	Pathways // Sulfur-Metabolism	Generalized-Reactions // Noncarbon-Nutrients	FRAMES // Degradation
PWY-5359	Tetrathionate-Reduction	Sulfur-Metabolism	Noncarbon-Nutrients	Degradation
PWY-8137	Energy-Metabolism	Pathways	Generalized-Reactions	FRAMES
PWY-6829	Metabolic-Clusters // Nucleic-Acid-Processing	Pathways // Macromolecule-Modification	Generalized-Reactions // Pathways	FRAMES // Generalized-Reactions
DARABCAT-PWY	D-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-7541	Alcohol-Biosynthesis // Metabolic-Clusters	Fermentation // Pathways	Energy-Metabolism // Generalized-Reactions	Pathways // FRAMES
PWY18C3-21	Metabolic-Clusters // PHENYLPROPANOID-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS	Generalized-Reactions // Biosynthesis	FRAMES // Pathways
PWY-5679	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-3022	CYANOGENIC-GLUCOSIDE-SYN	N-CONTAINING-GLUCOSIDE-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6477	GIBBERELLINS-DEGRADATION // Gibberellin-Inactivation // Metabolic-Clusters	PLANT-HORMONE-DEG // Inactivation // Pathways	HORMONE-DEG // Activation-Inactivation-Interconversion // Generalized-Reactions	Degradation // Pathways // FRAMES
PWY-7184	Metabolic-Clusters // Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	Pathways // Deoxyribonucleotide-Biosynthesis // Pyrimidine-De-Novo-Biosyn	Generalized-Reactions // Nucleotide-Biosynthesis // PYR-NUC-SYN	FRAMES // Biosynthesis // Nucleotide-Biosynthesis
ARGININE-SYN4-PWY	L-Ornithine-Biosynthesis	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis	Biosynthesis
PWY-7654	HORMONE-SYN // Metabolic-Clusters	Biosynthesis // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
TRNA-CHARGING-PWY	Aminoacyl-tRNAs-Charging // Metabolic-Clusters	Biosynthesis // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-804	Acetate-Formation	CARBOXYLATES-DEG // Fermentation-to-Acids	Degradation // Fermentation	Pathways // Energy-Metabolism
PWY-2841	CYTOKININS-DEGRADATION // Metabolic-Clusters	PLANT-HORMONE-DEG // Pathways	HORMONE-DEG // Generalized-Reactions	Degradation // FRAMES
ARABCAT-PWY	L-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-6545	Metabolic-Clusters // Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	Pathways // Deoxyribonucleotide-Biosynthesis // Pyrimidine-De-Novo-Biosyn	Generalized-Reactions // Nucleotide-Biosynthesis // PYR-NUC-SYN	FRAMES // Biosynthesis // Nucleotide-Biosynthesis
PWY-6524	Oligosaccharides-Biosynthesis	Carbohydrates-Biosynthesis	Biosynthesis	Pathways
ETHYL-PWY	Ethylene-Biosynthesis	Plant-Hormone-Biosynthesis	HORMONE-SYN	Biosynthesis
PWY-8104	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-6637	Sulfolactate-Degradation	Sulfur-Metabolism	Noncarbon-Nutrients	Degradation
PWY-7679	ANTHOCYANIN-SYN // Metabolic-Clusters	FLAVONOID-SYN // Pathways	PHENYLPROPANOID-SYN // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // FRAMES
PWY-2902	CYTOKININ-BIOSYNTHESIS // Metabolic-Clusters	Plant-Hormone-Biosynthesis // Pathways	HORMONE-SYN // Generalized-Reactions	Biosynthesis // FRAMES
PWY-6603	Acetlylenic-Fatty-Acid-Biosynthesis // Metabolic-Clusters // PUFA-Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis // Pathways	Fatty-acid-biosynthesis // Generalized-Reactions	Lipid-Biosynthesis // FRAMES
PWY-6710	Hydroxy-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-7251	Metabolic-Clusters // TRITERPENOID-SYN	Pathways // Terpenoid-Biosynthesis	Generalized-Reactions // SECONDARY-METABOLITE-BIOSYNTHESIS	FRAMES // Biosynthesis
PWY-7800	Metabolic-Clusters // Protein-Modification	Pathways // Macromolecule-Modification	Generalized-Reactions // Pathways	FRAMES // Generalized-Reactions
METHIONINE-DEG1-PWY	METHIONINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-6784	Cellulose-Degradation // Metabolic-Clusters	POLYSACCHARIDES-DEG // Pathways	Carbohydrates-Degradation // Polymer-Degradation // Generalized-Reactions	Degradation // FRAMES
P161-PWY	Acetate-Formation // Pyruvate-Ethanol-Fermentation	CARBOXYLATES-DEG // Fermentation-to-Acids // Alcohol-Biosynthesis // Pyruvate-Degradation	Degradation // Fermentation	Pathways // Energy-Metabolism
PWY-7423	HORMONE-SYN // Metabolic-Clusters	Biosynthesis // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-7295	L-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-8061	8-Oxo-GTP-Detoxification // Metabolic-Clusters	Detoxification // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-5406	Divinyl-Ether-Biosynthesis // Metabolic-Clusters	FATTY-ACID-DERIVATIVE-SYN // Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Generalized-Reactions	Biosynthesis // FRAMES
PWY-6824	LIGNAN-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6806	Metabolic-Clusters // TERPENOID-DEG	Pathways // SECONDARY-METABOLITE-DEGRADATION	Generalized-Reactions // Degradation	FRAMES // Pathways
PWY-7498	Metabolic-Clusters // PHENYLPROPANOID-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS	Generalized-Reactions // Biosynthesis	FRAMES // Pathways
PWY18C3-11	ACYLSUGAR-BIOSYNTHESIS // Metabolic-Clusters	SUGAR-DERIVS // Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Generalized-Reactions	Biosynthesis // FRAMES
PWY-6922	L-Ornithine-Biosynthesis	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis	Biosynthesis
LIPASYN-PWY	Fatty-Acid-and-Lipid-Degradation // Metabolic-Clusters	Degradation // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-6035	FLAVONOL-SYN // Metabolic-Clusters	FLAVONOID-SYN // Pathways	PHENYLPROPANOID-SYN // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // FRAMES
PWY-5536	Acetate-Formation	CARBOXYLATES-DEG // Fermentation-to-Acids	Degradation // Fermentation	Pathways // Energy-Metabolism
PWY-7120	Metabolic-Clusters // PLANT-CELL-STRUCTURE	Pathways // Cell-Structure-Biosynthesis	Generalized-Reactions // Biosynthesis	FRAMES // Pathways
PWY-7022	Paromamine-Biosynthesis	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7637	C40-Carotenoids-Biosynthesis // Metabolic-Clusters	CAROTENOID-SYN // TETRATERPENOID-SYN // Pathways	Terpenoid-Biosynthesis // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // FRAMES
PWY-5517	L-Arabinose-Degradation	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
